Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0410,0.0,0.0,0.0,1.71,2.34,0.0
20230119:0510,0.0,0.0,0.0,1.35,2.41,0.0
20230119:0610,0.0,0.0,0.0,1.09,2.28,0.0
20230119:0710,0.0,0.0,0.0,1.5,2.41,0.0
20230119:0810,163170.0,207.17,4.9,1.43,2.41,0.0
20230119:0910,432130.0,498.86,14.27,2.7,2.48,0.0
20230119:1010,625420.0,728.04,22.08,4.6,2.97,0.0
20230119:1110,733890.0,868.4,27.69,6.25,3.31,0.0
20230119:1210,780430.0,933.18,30.47,7.64,3.59,0.0
20230119:1310,751510.0,898.66,29.99,8.59,3.72,0.0
20230119:1410,669130.0,789.6,26.35,9.28,4.55,0.0
20230119:1510,111600.0,144.84,20.03,9.37,4.76,0.0
20230119:1610,30270.0,50.06,11.71,8.79,3.38,0.0
20230119:1710,0.0,0.87,1.99,8.43,3.31,0.0
20230119:1810,0.0,0.0,0.0,8.15,3.66,0.0
20230119:1910,0.0,0.0,0.0,8.18,4.28,0.0
20230119:2010,0.0,0.0,0.0,8.18,4.41,0.0
20230119:2110,0.0,0.0,0.0,8.35,4.55,0.0
20230119:2210,0.0,0.0,0.0,8.6,4.62,0.0
20230119:2310,0.0,0.0,0.0,8.82,4.76,0.0
20230120:0010,0.0,0.0,0.0,9.01,4.69,0.0
20230120:0110,0.0,0.0,0.0,9.19,4.69,0.0
20230120:0210,0.0,0.0,0.0,9.29,4.55,0.0
20230120:0310,0.0,0.0,0.0,9.24,4.34,0.0
20230120:0410,0.0,0.0,0.0,9.26,4.28,0.0
20230120:0510,0.0,0.0,0.0,9.14,4.07,0.0
20230120:0610,0.0,0.0,0.0,9.08,3.79,0.0
20230120:0710,0.0,0.0,0.0,9.76,3.59,0.0
20230120:0810,61410.0,90.83,5.0,9.81,3.45,0.0
20230120:0910,326750.0,389.82,14.39,10.14,3.24,0.0
20230120:1010,485330.0,572.57,22.23,11.06,4.34,0.0
20230120:1110,328230.0,392.71,27.88,12.32,4.34,0.0
20230120:1210,332400.0,399.57,30.67,13.05,4.21,0.0
20230120:1310,527370.0,633.99,30.22,13.37,3.72,0.0
20230120:1410,647710.0,786.73,26.57,13.71,3.52,0.0
20230120:1510,208530.0,258.07,20.25,13.74,3.31,0.0
20230120:1610,297670.0,364.3,11.92,13.5,3.03,0.0
20230120:1710,510.0,7.0,2.19,12.6,2.55,0.0
20230120:1810,0.0,0.0,0.0,11.6,2.28,0.0
20230120:1910,0.0,0.0,0.0,11.36,2.34,0.0
20230120:2010,0.0,0.0,0.0,10.7,2.34,0.0
20230120:2110,0.0,0.0,0.0,10.03,2.28,0.0
20230120:2210,0.0,0.0,0.0,9.21,2.21,0.0
20230120:2310,0.0,0.0,0.0,8.63,2.07,0.0
20230121:0010,0.0,0.0,0.0,7.98,2.0,0.0
20230121:0110,0.0,0.0,0.0,7.44,1.86,0.0
20230121:0210,0.0,0.0,0.0,6.84,1.79,0.0
20230121:0310,0.0,0.0,0.0,6.24,1.66,0.0
20230121:0410,0.0,0.0,0.0,5.42,1.52,0.0
20230121:0510,0.0,0.0,0.0,5.41,1.31,0.0
20230121:0610,0.0,0.0,0.0,5.35,1.1,0.0
20230121:0710,0.0,0.0,0.0,5.15,1.31,0.0
20230121:0810,95100.0,130.16,5.1,5.55,1.03,0.0
20230121:0910,206960.0,251.94,14.52,7.5,1.03,0.0
20230121:1010,196620.0,241.32,22.39,8.51,0.9,0.0
20230121:1110,186930.0,232.54,28.06,10.02,0.97,0.0
20230121:1210,151340.0,193.7,30.89,11.99,1.24,0.0
20230121:1310,251700.0,309.7,30.44,13.23,2.07,0.0
20230121:1410,368680.0,446.02,26.8,13.68,2.55,0.0
20230121:1510,551900.0,670.94,20.47,13.56,2.48,0.0
20230121:1610,203140.0,253.82,12.13,13.11,2.07,0.0
20230121:1710,0.0,5.25,2.39,12.13,1.79,0.0
20230121:1810,0.0,0.0,0.0,10.7,1.86,0.0
20230121:1910,0.0,0.0,0.0,9.92,1.45,0.0
20230121:2010,0.0,0.0,0.0,9.28,2.07,0.0
20230121:2110,0.0,0.0,0.0,8.59,2.97,0.0
20230121:2210,0.0,0.0,0.0,7.91,3.31,0.0
20230121:2310,0.0,0.0,0.0,6.97,3.17,0.0
20230122:0010,0.0,0.0,0.0,6.43,3.31,0.0
20230122:0110,0.0,0.0,0.0,5.79,3.31,0.0
20230122:0210,0.0,0.0,0.0,5.23,3.1,0.0
20230122:0310,0.0,0.0,0.0,4.63,2.9,0.0
20230122:0410,0.0,0.0,0.0,4.08,2.62,0.0
20230122:0510,0.0,0.0,0.0,3.49,2.41,0.0
20230122:0610,0.0,0.0,0.0,2.89,2.21,0.0
20230122:0710,0.0,0.0,0.0,1.96,1.72,0.0
20230122:0810,178880.0,225.84,5.21,1.05,1.45,0.0
20230122:0910,440010.0,514.42,14.66,3.0,1.24,0.0
20230122:1010,632400.0,750.54,22.55,5.42,1.79,0.0
20230122:1110,750240.0,906.31,28.26,6.61,2.14,0.0
20230122:1210,793290.0,965.6,31.11,7.84,2.55,0.0
20230122:1310,785520.0,954.6,30.68,8.75,2.9,0.0
20230122:1410,717290.0,865.1,27.04,9.28,2.9,0.0
20230122:1510,590740.0,703.55,20.7,9.45,2.9,0.0
20230122:1610,389660.0,466.09,12.35,9.21,2.76,0.0
20230122:1710,2190.0,10.49,2.59,8.33,2.14,0.0
20230122:1810,0.0,0.0,0.0,6.89,1.93,0.0
20230122:1910,0.0,0.0,0.0,5.87,1.66,0.0
20230122:2010,0.0,0.0,0.0,4.33,1.72,0.0
20230122:2110,0.0,0.0,0.0,3.39,1.79,0.0
20230122:2210,0.0,0.0,0.0,2.69,1.86,0.0
20230122:2310,0.0,0.0,0.0,2.06,1.93,0.0
20230123:0010,0.0,0.0,0.0,1.43,1.79,0.0
20230123:0110,0.0,0.0,0.0,0.92,1.72,0.0
20230123:0210,0.0,0.0,0.0,0.5,1.72,0.0
20230123:0310,0.0,0.0,0.0,0.77,1.52,0.0
20230123:0410,0.0,0.0,0.0,1.75,1.31,0.0
20230123:0510,0.0,0.0,0.0,2.48,1.17,0.0
20230123:0610,0.0,0.0,0.0,1.86,1.17,0.0
20230123:0710,0.0,0.0,0.0,2.33,0.83,0.0
20230123:0810,182960.0,229.67,5.33,0.02,1.38,0.0
20230123:0910,448070.0,519.54,14.8,1.63,1.45,0.0
20230123:1010,640120.0,757.51,22.72,5.23,2.0,0.0
20230123:1110,756160.0,902.05,28.46,6.49,3.03,0.0
20230123:1210,797820.0,960.61,31.33,7.33,3.17,0.0
20230123:1310,795680.0,964.22,30.92,7.95,2.9,0.0
20230123:1410,725470.0,872.78,27.27,8.44,2.83,0.0
20230123:1510,596740.0,708.06,20.93,8.59,2.9,0.0
20230123:1610,393930.0,469.26,12.57,8.31,2.69,0.0
20230123:1710,2680.0,11.37,2.8,7.34,2.0,0.0
20230123:1810,0.0,0.0,0.0,5.91,2.14,0.0
20230123:1910,0.0,0.0,0.0,5.8,2.14,0.0
20230123:2010,0.0,0.0,0.0,5.36,2.62,0.0
20230123:2110,0.0,0.0,0.0,5.17,3.24,0.0
20230123:2210,0.0,0.0,0.0,4.69,3.24,0.0
20230123:2310,0.0,0.0,0.0,4.19,2.9,0.0
20230124:0010,0.0,0.0,0.0,3.55,2.62,0.0
20230124:0110,0.0,0.0,0.0,2.95,2.34,0.0
20230124:0210,0.0,0.0,0.0,2.43,2.34,0.0
20230124:0310,0.0,0.0,0.0,2.09,2.48,0.0
20230124:0410,0.0,0.0,0.0,1.77,2.55,0.0
20230124:0510,0.0,0.0,0.0,1.44,2.48,0.0
20230124:0610,0.0,0.0,0.0,0.96,2.41,0.0
20230124:0710,0.0,0.0,0.0,1.12,2.41,0.0
20230124:0810,168550.0,212.95,5.45,1.05,2.48,0.0
20230124:0910,446790.0,516.38,14.95,2.37,2.21,0.0
20230124:1010,636360.0,737.63,22.9,4.11,3.31,0.0
20230124:1110,763820.0,897.98,28.66,5.38,3.86,0.0
20230124:1210,799890.0,949.84,31.56,6.44,3.93,0.0
20230124:1310,783040.0,932.51,31.16,7.24,3.86,0.0
20230124:1410,552730.0,647.52,27.52,7.77,3.66,0.0
20230124:1510,552330.0,647.42,21.17,7.99,3.59,0.0
20230124:1610,393980.0,466.25,12.79,7.76,3.31,0.0
20230124:1710,3160.0,12.24,3.01,7.03,2.34,0.0
20230124:1810,0.0,0.0,0.0,5.72,1.86,0.0
20230124:1910,0.0,0.0,0.0,5.16,2.07,0.0
20230124:2010,0.0,0.0,0.0,4.56,2.07,0.0
20230124:2110,0.0,0.0,0.0,3.57,2.14,0.0
20230124:2210,0.0,0.0,0.0,2.75,2.14,0.0
20230124:2310,0.0,0.0,0.0,2.1,2.14,0.0
20230125:0010,0.0,0.0,0.0,1.54,2.14,0.0
20230125:0110,0.0,0.0,0.0,0.96,2.07,0.0
20230125:0210,0.0,0.0,0.0,0.54,2.07,0.0
20230125:0310,0.0,0.0,0.0,0.22,2.14,0.0
20230125:0410,0.0,0.0,0.0,-0.1,2.07,0.0
20230125:0510,0.0,0.0,0.0,-0.39,2.14,0.0
20230125:0610,0.0,0.0,0.0,-0.58,2.21,0.0
20230125:0710,0.0,0.0,0.0,-0.73,2.21,0.0
20230125:0810,187710.0,233.85,5.58,-0.62,2.21,0.0
20230125:0910,444180.0,511.59,15.1,1.42,2.07,0.0
20230125:1010,637400.0,743.02,23.08,3.66,2.55,0.0
20230125:1110,752900.0,897.73,28.88,5.26,2.55,0.0
20230125:1210,802180.0,972.55,31.8,6.66,2.48,0.0
20230125:1310,784850.0,954.01,31.41,7.66,2.48,0.0
20230125:1410,711450.0,859.26,27.77,8.29,2.34,0.0
20230125:1510,588840.0,702.07,21.4,8.61,2.34,0.0
20230125:1610,386940.0,462.4,13.01,8.55,2.28,0.0
20230125:1710,4150.0,13.99,3.22,7.71,1.59,0.0
20230125:1810,0.0,0.0,0.0,6.26,1.52,0.0
20230125:1910,0.0,0.0,0.0,4.81,1.45,0.0
20230125:2010,0.0,0.0,0.0,4.33,1.31,0.0
20230125:2110,0.0,0.0,0.0,3.7,1.38,0.0
20230125:2210,0.0,0.0,0.0,4.24,1.24,0.0
20230125:2310,0.0,0.0,0.0,4.54,1.03,0.0
20230126:0010,0.0,0.0,0.0,4.14,0.83,0.0
20230126:0110,0.0,0.0,0.0,3.76,0.48,0.0
20230126:0210,0.0,0.0,0.0,3.19,0.62,0.0
20230126:0310,0.0,0.0,0.0,2.27,0.97,0.0
20230126:0410,0.0,0.0,0.0,2.02,0.83,0.0
20230126:0510,0.0,0.0,0.0,1.66,0.83,0.0
20230126:0610,0.0,0.0,0.0,1.18,1.1,0.0
20230126:0710,0.0,0.0,0.0,-1.57,1.52,0.0
20230126:0810,136390.0,173.71,5.72,-1.63,1.45,0.0
20230126:0910,342750.0,396.85,15.26,0.59,0.9,0.0
20230126:1010,548380.0,645.3,23.27,3.66,1.1,0.0
20230126:1110,748500.0,915.94,29.1,5.23,1.03,0.0
20230126:1210,150260.0,188.51,32.04,6.86,1.03,0.0
20230126:1310,528470.0,634.87,31.66,7.88,1.17,0.0
20230126:1410,638380.0,773.93,28.02,8.44,1.52,0.0
20230126:1510,107630.0,140.7,21.65,8.6,1.79,0.0
20230126:1610,393030.0,470.39,13.24,8.28,1.86,0.0
20230126:1710,5210.0,15.74,3.43,7.28,1.66,0.0
20230126:1810,0.0,0.0,0.0,6.14,1.59,0.0
20230126:1910,0.0,0.0,0.0,4.83,1.52,0.0
20230126:2010,0.0,0.0,0.0,3.37,1.59,0.0
20230126:2110,0.0,0.0,0.0,3.02,1.45,0.0
20230126:2210,0.0,0.0,0.0,4.07,1.17,0.0
20230126:2310,0.0,0.0,0.0,3.61,1.24,0.0
20230127:0010,0.0,0.0,0.0,2.54,1.31,0.0
20230127:0110,0.0,0.0,0.0,2.97,1.24,0.0
20230127:0210,0.0,0.0,0.0,3.66,1.03,0.0
20230127:0310,0.0,0.0,0.0,3.43,0.9,0.0
20230127:0410,0.0,0.0,0.0,3.15,0.69,0.0
20230127:0510,0.0,0.0,0.0,2.94,0.41,0.0
20230127:0610,0.0,0.0,0.0,2.79,0.21,0.0
20230127:0710,0.0,0.0,0.0,2.15,0.14,0.0
20230127:0810,174860.0,222.61,5.86,2.02,0.07,0.0
20230127:0910,358110.0,421.48,15.43,2.71,0.21,0.0
20230127:1010,463430.0,548.42,23.47,5.37,0.76,0.0
20230127:1110,715300.0,868.72,29.32,7.05,1.66,0.0
20230127:1210,798750.0,973.45,32.29,7.94,2.55,0.0
20230127:1310,790980.0,956.35,31.93,8.87,3.38,0.0
20230127:1410,728520.0,868.88,28.28,9.39,4.07,0.0
20230127:1510,582890.0,690.47,21.89,9.43,3.38,0.0
20230127:1610,149550.0,187.79,13.47,8.86,2.76,0.0
20230127:1710,190.0,6.12,3.65,7.81,2.14,0.0
20230127:1810,0.0,0.0,0.0,6.52,2.14,0.0
20230127:1910,0.0,0.0,0.0,5.95,2.69,0.0
20230127:2010,0.0,0.0,0.0,5.02,3.24,0.0
20230127:2110,0.0,0.0,0.0,4.37,3.38,0.0
20230127:2210,0.0,0.0,0.0,3.8,3.24,0.0
20230127:2310,0.0,0.0,0.0,3.19,2.9,0.0
20230128:0010,0.0,0.0,0.0,2.64,2.62,0.0
20230128:0110,0.0,0.0,0.0,2.08,2.41,0.0
20230128:0210,0.0,0.0,0.0,1.55,2.28,0.0
20230128:0310,0.0,0.0,0.0,1.02,2.21,0.0
20230128:0410,0.0,0.0,0.0,0.5,2.07,0.0
20230128:0510,0.0,0.0,0.0,-0.19,1.86,0.0
20230128:0610,0.0,0.0,0.0,-0.73,1.72,0.0
20230128:0710,0.0,0.0,0.0,-0.96,1.79,0.0
20230128:0810,199730.0,247.15,6.0,-1.07,1.72,0.0
20230128:0910,454510.0,527.68,15.6,1.72,1.38,0.0
20230128:1010,631410.0,745.63,23.67,5.04,2.0,0.0
20230128:1110,756280.0,901.05,29.55,6.43,3.1,0.0
20230128:1210,811620.0,962.54,32.55,7.89,4.97,0.0
20230128:1310,805100.0,960.29,32.19,8.7,4.69,0.0
20230128:1410,732680.0,872.9,28.54,9.47,4.28,0.0
20230128:1510,593500.0,700.18,22.14,9.46,4.0,0.0
20230128:1610,288180.0,345.5,13.7,9.32,3.24,0.0
20230128:1710,16780.0,33.9,3.86,8.5,2.0,0.0
20230128:1810,0.0,0.0,0.0,7.24,1.66,0.0
20230128:1910,0.0,0.0,0.0,6.63,1.66,0.0
20230128:2010,0.0,0.0,0.0,5.73,1.72,0.0
20230128:2110,0.0,0.0,0.0,5.38,1.86,0.0
20230128:2210,0.0,0.0,0.0,5.29,2.28,0.0
20230128:2310,0.0,0.0,0.0,5.21,2.83,0.0
20230129:0010,0.0,0.0,0.0,4.8,2.9,0.0
20230129:0110,0.0,0.0,0.0,4.24,2.83,0.0
20230129:0210,0.0,0.0,0.0,3.64,2.69,0.0
20230129:0310,0.0,0.0,0.0,2.91,2.62,0.0
20230129:0410,0.0,0.0,0.0,2.32,2.55,0.0
20230129:0510,0.0,0.0,0.0,1.75,2.41,0.0
20230129:0610,0.0,0.0,0.0,1.27,2.41,0.0
20230129:0710,0.0,0.0,0.0,0.92,2.34,0.0
20230129:0810,198180.0,246.72,6.16,0.77,2.34,0.0
20230129:0910,456350.0,527.9,15.77,2.5,2.21,0.0
20230129:1010,646070.0,750.35,23.87,4.44,3.38,0.0
20230129:1110,778410.0,920.35,29.79,5.83,3.72,0.0
20230129:1210,820550.0,984.48,32.81,6.94,3.52,0.0
20230129:1310,801120.0,967.72,32.46,7.71,3.1,0.0
20230129:1410,736610.0,886.82,28.81,8.27,2.83,0.0
20230129:1510,607830.0,722.33,22.39,8.48,2.76,0.0
20230129:1610,401650.0,477.58,13.94,8.28,2.69,0.0
20230129:1710,29170.0,50.87,4.08,7.43,2.21,0.0
20230129:1810,0.0,0.0,0.0,5.89,2.14,0.0
20230129:1910,0.0,0.0,0.0,4.92,1.93,0.0
20230129:2010,0.0,0.0,0.0,3.6,1.93,0.0
20230129:2110,0.0,0.0,0.0,2.4,1.86,0.0
20230129:2210,0.0,0.0,0.0,1.54,1.93,0.0
20230129:2310,0.0,0.0,0.0,1.01,2.07,0.0
20230130:0010,0.0,0.0,0.0,0.74,2.21,0.0
20230130:0110,0.0,0.0,0.0,0.57,2.28,0.0
20230130:0210,0.0,0.0,0.0,0.44,2.34,0.0
20230130:0310,0.0,0.0,0.0,0.36,2.41,0.0
20230130:0410,0.0,0.0,0.0,0.33,2.41,0.0
20230130:0510,0.0,0.0,0.0,0.25,2.41,0.0
20230130:0610,0.0,0.0,0.0,0.21,2.41,0.0
20230130:0710,0.0,0.0,0.0,0.02,2.28,0.0
20230130:0810,198330.0,246.15,6.31,0.09,2.28,0.0
20230130:0910,457390.0,528.0,15.96,1.93,2.14,0.0
20230130:1010,635820.0,743.51,24.09,4.26,2.55,0.0
20230130:1110,765990.0,919.23,30.03,6.09,2.55,0.0
20230130:1210,798130.0,973.9,33.07,7.88,2.48,0.0
20230130:1310,795610.0,980.11,32.74,9.14,2.28,0.0
20230130:1410,716950.0,878.81,29.08,9.88,2.0,0.0
20230130:1510,592260.0,717.83,22.65,10.24,1.72,0.0
20230130:1610,399940.0,483.18,14.17,10.19,1.72,0.0
20230130:1710,29510.0,51.54,4.3,9.36,1.45,0.0
20230130:1810,0.0,0.0,0.0,7.68,1.72,0.0
20230130:1910,0.0,0.0,0.0,5.96,1.93,0.0
20230130:2010,0.0,0.0,0.0,4.44,2.07,0.0
20230130:2110,0.0,0.0,0.0,3.35,2.07,0.0
20230130:2210,0.0,0.0,0.0,2.36,2.0,0.0
20230130:2310,0.0,0.0,0.0,1.51,1.93,0.0
20230131:0010,0.0,0.0,0.0,0.73,1.86,0.0
20230131:0110,0.0,0.0,0.0,0.03,1.72,0.0
20230131:0210,0.0,0.0,0.0,-0.41,1.66,0.0
20230131:0310,0.0,0.0,0.0,-0.66,1.59,0.0
20230131:0410,0.0,0.0,0.0,-0.88,1.52,0.0
20230131:0510,0.0,0.0,0.0,-0.95,1.52,0.0
20230131:0610,0.0,0.0,0.0,-1.29,1.52,0.0
20230131:0710,0.0,0.0,0.0,-1.89,1.66,0.0
20230131:0810,197610.0,243.63,6.48,-1.89,1.59,0.0
20230131:0910,463090.0,539.03,16.15,1.19,0.97,0.0
20230131:1010,621440.0,750.0,24.3,5.15,0.62,0.0
20230131:1110,712430.0,890.73,30.28,7.45,0.41,0.0
20230131:1210,760450.0,973.8,33.35,9.19,0.34,0.0
20230131:1310,765810.0,982.08,33.02,10.36,0.55,0.0
20230131:1410,711130.0,899.92,29.35,11.06,0.69,0.0
20230131:1510,590630.0,731.08,22.9,11.36,0.76,0.0
20230131:1610,400690.0,490.93,14.41,11.17,0.76,0.0
20230131:1710,124820.0,174.92,4.52,10.35,1.03,0.0
20230131:1810,0.0,0.0,0.0,8.41,1.03,0.0
20230131:1910,0.0,0.0,0.0,8.43,0.97,0.0
20230131:2010,0.0,0.0,0.0,8.11,0.55,0.0
20230131:2110,0.0,0.0,0.0,7.55,0.28,0.0
20230131:2210,0.0,0.0,0.0,6.82,0.69,0.0
20230131:2310,0.0,0.0,0.0,5.8,1.03,0.0
20230201:0010,0.0,0.0,0.0,3.81,1.24,0.0
20230201:0110,0.0,0.0,0.0,2.18,1.31,0.0
20230201:0210,0.0,0.0,0.0,1.07,1.38,0.0
20230201:0310,0.0,0.0,0.0,0.52,1.45,0.0
20230201:0410,0.0,0.0,0.0,0.21,1.45,0.0
20230201:0510,0.0,0.0,0.0,-0.23,1.52,0.0
20230201:0610,0.0,0.0,0.0,-0.76,1.59,0.0
20230201:0710,0.0,0.0,0.0,-1.1,1.52,0.0
20230201:0810,179080.0,222.57,6.65,-1.17,1.52,0.0
20230201:0910,434420.0,506.42,16.34,2.03,1.03,0.0
20230201:1010,603600.0,727.84,24.53,6.2,0.83,0.0
20230201:1110,701790.0,870.19,30.53,8.69,0.97,0.0
20230201:1210,751270.0,946.16,33.62,10.42,1.17,0.0
20230201:1310,740780.0,937.86,33.3,11.47,1.1,0.0
20230201:1410,683180.0,859.78,29.63,12.11,0.97,0.0
20230201:1510,565050.0,699.21,23.16,12.42,0.9,0.0
20230201:1610,378270.0,464.49,14.65,12.34,0.97,0.0
20230201:1710,102600.0,146.98,4.74,11.56,0.69,0.0
20230201:1810,0.0,0.0,0.0,10.79,0.69,0.0
20230201:1910,0.0,0.0,0.0,9.03,1.1,0.0
20230201:2010,0.0,0.0,0.0,6.5,1.45,0.0
20230201:2110,0.0,0.0,0.0,4.63,1.72,0.0
20230201:2210,0.0,0.0,0.0,2.9,1.93,0.0
20230201:2310,0.0,0.0,0.0,2.26,2.0,0.0
20230202:0010,0.0,0.0,0.0,1.67,2.0,0.0
20230202:0110,0.0,0.0,0.0,1.14,1.93,0.0
20230202:0210,0.0,0.0,0.0,0.68,1.93,0.0
20230202:0310,0.0,0.0,0.0,0.26,1.93,0.0
20230202:0410,0.0,0.0,0.0,-0.11,1.86,0.0
20230202:0510,0.0,0.0,0.0,-0.46,1.86,0.0
20230202:0610,0.0,0.0,0.0,-0.74,1.86,0.0
20230202:0710,0.0,0.0,0.0,-1.11,1.79,0.0
20230202:0810,183570.0,227.76,6.82,-0.98,1.72,0.0
20230202:0910,431070.0,501.87,16.54,2.26,1.24,0.0
20230202:1010,608000.0,727.96,24.76,6.26,1.31,0.0
20230202:1110,723430.0,892.21,30.79,8.85,1.45,0.0
20230202:1210,753240.0,946.33,33.91,10.74,1.38,0.0
20230202:1310,750040.0,954.27,33.59,12.04,1.1,0.0
20230202:1410,682630.0,861.31,29.91,12.86,1.03,0.0
20230202:1510,564190.0,699.46,23.43,13.26,1.03,0.0
20230202:1610,373090.0,459.91,14.89,13.22,0.97,0.0
20230202:1710,114530.0,162.39,4.97,12.43,0.97,0.0
20230202:1810,0.0,0.0,0.0,10.36,1.17,0.0
20230202:1910,0.0,0.0,0.0,8.68,1.38,0.0
20230202:2010,0.0,0.0,0.0,7.61,1.38,0.0
20230202:2110,0.0,0.0,0.0,5.73,1.66,0.0
20230202:2210,0.0,0.0,0.0,4.53,1.79,0.0
20230202:2310,0.0,0.0,0.0,3.08,1.86,0.0
20230203:0010,0.0,0.0,0.0,2.44,1.93,0.0
20230203:0110,0.0,0.0,0.0,1.94,2.0,0.0
20230203:0210,0.0,0.0,0.0,1.51,1.93,0.0
20230203:0310,0.0,0.0,0.0,1.18,2.0,0.0
20230203:0410,0.0,0.0,0.0,0.83,2.0,0.0
20230203:0510,0.0,0.0,0.0,0.45,1.93,0.0
20230203:0610,0.0,0.0,0.0,0.08,1.93,0.0
20230203:0710,0.0,0.0,0.0,-0.44,1.86,0.0
20230203:0810,200660.0,248.06,7.0,-0.49,1.72,0.0
20230203:0910,443330.0,518.85,16.75,2.91,1.1,0.0
20230203:1010,606850.0,736.24,24.99,7.72,0.97,0.0
20230203:1110,708010.0,887.06,31.06,10.62,1.03,0.0
20230203:1210,751950.0,964.34,34.19,12.7,0.97,0.0
20230203:1310,745010.0,963.45,33.89,14.16,0.9,0.0
20230203:1410,687420.0,877.52,30.19,15.04,1.1,0.0
20230203:1510,572180.0,714.33,23.69,15.39,1.38,0.0
20230203:1610,375350.0,464.82,15.14,15.24,1.52,0.0
20230203:1710,120100.0,170.1,5.19,14.1,1.59,0.0
20230203:1810,0.0,0.0,0.0,11.84,1.86,0.0
20230203:1910,0.0,0.0,0.0,9.32,1.79,0.0
20230203:2010,0.0,0.0,0.0,7.85,1.59,0.0
20230203:2110,0.0,0.0,0.0,6.51,1.66,0.0
20230203:2210,0.0,0.0,0.0,5.01,1.86,0.0
20230203:2310,0.0,0.0,0.0,3.47,2.07,0.0
20230204:0010,0.0,0.0,0.0,2.87,2.14,0.0
20230204:0110,0.0,0.0,0.0,2.34,2.14,0.0
20230204:0210,0.0,0.0,0.0,1.85,2.14,0.0
20230204:0310,0.0,0.0,0.0,1.37,2.07,0.0
20230204:0410,0.0,0.0,0.0,0.87,1.93,0.0
20230204:0510,0.0,0.0,0.0,0.41,1.86,0.0
20230204:0610,0.0,0.0,0.0,0.01,1.86,0.0
20230204:0710,0.0,0.0,0.0,-0.28,1.72,0.0
20230204:0810,206350.0,255.28,7.19,-0.03,1.59,0.0
20230204:0910,461360.0,542.92,16.96,3.29,0.9,0.0
20230204:1010,620090.0,763.12,25.23,8.5,0.55,0.0
20230204:1110,723850.0,931.66,31.33,11.67,0.34,0.0
20230204:1210,760060.0,1005.3,34.48,13.78,0.21,0.0
20230204:1310,744670.0,982.56,34.18,15.22,0.41,0.0
20230204:1410,682410.0,881.33,30.48,16.14,0.83,0.0
20230204:1510,567590.0,713.97,23.96,16.5,1.24,0.0
20230204:1610,369110.0,459.51,15.38,16.26,1.45,0.0
20230204:1710,127310.0,179.7,5.42,14.97,1.72,0.0
20230204:1810,0.0,0.0,0.0,12.8,2.07,0.0
20230204:1910,0.0,0.0,0.0,10.46,1.72,0.0
20230204:2010,0.0,0.0,0.0,11.28,1.17,0.0
20230204:2110,0.0,0.0,0.0,10.78,0.76,0.0
20230204:2210,0.0,0.0,0.0,9.7,1.03,0.0
20230204:2310,0.0,0.0,0.0,6.67,1.38,0.0
20230205:0010,0.0,0.0,0.0,5.77,1.31,0.0
20230205:0110,0.0,0.0,0.0,5.04,1.31,0.0
20230205:0210,0.0,0.0,0.0,3.38,1.45,0.0
20230205:0310,0.0,0.0,0.0,1.96,1.66,0.0
20230205:0410,0.0,0.0,0.0,1.42,1.79,0.0
20230205:0510,0.0,0.0,0.0,1.25,2.0,0.0
20230205:0610,0.0,0.0,0.0,1.15,2.14,0.0
20230205:0710,0.0,0.0,0.0,0.81,2.0,0.0
20230205:0810,202060.0,250.75,7.38,1.04,2.07,0.0
20230205:0910,435070.0,510.29,17.17,4.58,1.66,0.0
20230205:1010,608420.0,734.6,25.48,9.33,1.86,0.0
20230205:1110,716840.0,884.67,31.61,11.46,2.21,0.0
20230205:1210,765140.0,961.62,34.78,13.19,2.21,0.0
20230205:1310,765490.0,969.47,34.49,14.63,2.21,0.0
20230205:1410,700970.0,884.34,30.77,15.69,2.07,0.0
20230205:1510,570940.0,710.63,24.23,16.28,1.93,0.0
20230205:1610,380450.0,473.47,15.63,16.28,1.52,0.0
20230205:1710,133830.0,187.87,5.64,15.13,1.45,0.0
20230205:1810,0.0,0.0,0.0,12.57,1.86,0.0
20230205:1910,0.0,0.0,0.0,10.34,1.79,0.0
20230205:2010,0.0,0.0,0.0,8.75,1.72,0.0
20230205:2110,0.0,0.0,0.0,7.09,1.86,0.0
20230205:2210,0.0,0.0,0.0,6.19,1.72,0.0
20230205:2310,0.0,0.0,0.0,5.83,1.52,0.0
20230206:0010,0.0,0.0,0.0,5.69,1.38,0.0
20230206:0110,0.0,0.0,0.0,5.35,1.38,0.0
20230206:0210,0.0,0.0,0.0,4.69,1.38,0.0
20230206:0310,0.0,0.0,0.0,3.62,1.45,0.0
20230206:0410,0.0,0.0,0.0,3.17,1.45,0.0
20230206:0510,0.0,0.0,0.0,2.62,1.45,0.0
20230206:0610,0.0,0.0,0.0,2.22,1.45,0.0
20230206:0710,0.0,0.0,0.0,1.52,1.31,0.0
20230206:0810,202120.0,250.99,7.57,0.74,1.52,0.0
20230206:0910,440900.0,519.74,17.39,4.33,1.03,0.0
20230206:1010,609800.0,740.41,25.73,8.9,1.31,0.0
